date,action,direction,price,balance,signal,pnl
2024-09-05,OPEN,SHORT,1.10804545879364,101075.43468475353,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00213, BulkPressure=-0.00007, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(-0.0021301662272624256), 'bulk_pressure': np.float64(-7.232705983758785e-05), 'entropy_regime': np.float64(1.0094045085982282)}",
2024-09-06,CLOSE,,1.1111111640930176,100768.86415481576,"{'direction': -1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=0.00215, BulkPressure=-0.01257, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(0.002151981609811304), 'bulk_pressure': np.float64(-0.012569123060727787), 'entropy_regime': np.float64(1.0105722824146028)}",-306.57052993776637
2024-09-12,OPEN,SHORT,1.1010911464691162,100768.86415481576,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00189, BulkPressure=-0.00688, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(-0.001891356871011568), 'bulk_pressure': np.float64(-0.006879439122493597), 'entropy_regime': np.float64(1.0066566545782085)}",
2024-09-13,CLOSE,,1.1077877283096311,100099.20597076428,"{'direction': 1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=-0.00098, BulkPressure=0.00247, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(-0.0009830041610955243), 'bulk_pressure': np.float64(0.0024670194387030565), 'entropy_regime': np.float64(1.0063923912160841)}",-669.6581840514915
2024-09-16,OPEN,LONG,1.1088441610336304,100099.20597076428,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00578, BulkPressure=0.00605, EntropyRegime=1.00, Neighbors=10', 'momentum': np.float64(0.005782357727004151), 'bulk_pressure': np.float64(0.006050597172936925), 'entropy_regime': np.float64(1.001666432259783)}",
2024-09-17,CLOSE,,1.1129536628723145,100510.15615463268,"{'direction': -1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=0.00042, BulkPressure=-0.00741, EntropyRegime=1.00, Neighbors=10', 'momentum': np.float64(0.0004227536409021626), 'bulk_pressure': np.float64(-0.007411630718618806), 'entropy_regime': np.float64(1.0021336338711784)}",410.9501838684082
2024-09-18,OPEN,LONG,1.1123099327087402,100510.15615463268,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00323, BulkPressure=0.00870, EntropyRegime=1.00, Neighbors=10', 'momentum': np.float64(0.003228061149395256), 'bulk_pressure': np.float64(0.008696322587482729), 'entropy_regime': np.float64(1.0016897733215342)}",
2024-09-19,CLOSE,,1.1114816665649414,100427.3295402528,"{'direction': 1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=-0.00075, BulkPressure=0.00792, EntropyRegime=1.00, Neighbors=10', 'momentum': np.float64(-0.0007487044609666094), 'bulk_pressure': np.float64(0.007924169141992246), 'entropy_regime': np.float64(1.002246340040517)}",-82.82661437988281
2024-09-23,OPEN,LONG,1.1160838603973389,100427.3295402528,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00421, BulkPressure=0.00480, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(0.004206583902543188), 'bulk_pressure': np.float64(0.004795038966249076), 'entropy_regime': np.float64(1.005028539654683)}",
2024-09-24,CLOSE,,1.111172795295715,99936.22303009042,"{'direction': 1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=-0.00030, BulkPressure=0.00383, EntropyRegime=1.00, Neighbors=10', 'momentum': np.float64(-0.00030161271171385564), 'bulk_pressure': np.float64(0.003834149206383839), 'entropy_regime': np.float64(1.00276290644959)}",-491.10651016237574
2024-09-30,OPEN,LONG,1.1169815063476562,99936.22303009042,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00391, BulkPressure=0.01080, EntropyRegime=0.99, Neighbors=10', 'momentum': np.float64(0.0039062321364068788), 'bulk_pressure': np.float64(0.010799292704167704), 'entropy_regime': np.float64(0.9902160161312867)}",
2024-10-01,CLOSE,,1.113660216331482,99604.09402847299,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00107, BulkPressure=-0.00720, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(-0.001066403259683113), 'bulk_pressure': np.float64(-0.007202299382487642), 'entropy_regime': np.float64(1.0059701161690526)}",-332.12900161743164
2024-10-01,OPEN,SHORT,1.113660216331482,99604.09402847299,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00107, BulkPressure=-0.00720, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(-0.001066403259683113), 'bulk_pressure': np.float64(-0.007202299382487642), 'entropy_regime': np.float64(1.0059701161690526)}",
2024-10-02,CLOSE,,1.1063904762268066,100331.06803894052,"{'direction': 1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=-0.00329, BulkPressure=0.00281, EntropyRegime=0.97, Neighbors=10', 'momentum': np.float64(-0.0032909278675800568), 'bulk_pressure': np.float64(0.002814279848461499), 'entropy_regime': np.float64(0.9660935230312067)}",726.9740104675293
2024-10-03,OPEN,SHORT,1.1048502922058103,100331.06803894052,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00660, BulkPressure=-0.00640, EntropyRegime=0.99, Neighbors=10', 'momentum': np.float64(-0.006602849150886087), 'bulk_pressure': np.float64(-0.006397574604990653), 'entropy_regime': np.float64(0.9918240934746796)}",
2024-10-04,CLOSE,,1.103557825088501,100460.31475067144,"{'direction': 1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=-0.00125, BulkPressure=0.01061, EntropyRegime=0.99, Neighbors=10', 'momentum': np.float64(-0.0012545987288660576), 'bulk_pressure': np.float64(0.010614687293308027), 'entropy_regime': np.float64(0.9890880947592602)}",129.24671173093483
2024-10-17,OPEN,SHORT,1.0862481594085691,100460.31475067144,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00122, BulkPressure=-0.00438, EntropyRegime=0.99, Neighbors=10', 'momentum': np.float64(-0.0012165072474397743), 'bulk_pressure': np.float64(-0.004376422617435907), 'entropy_regime': np.float64(0.9891868546978401)}",
2024-10-21,CLOSE,,1.0868619680404663,100398.93388748172,"{'direction': 1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=-0.00153, BulkPressure=0.00009, EntropyRegime=1.00, Neighbors=10', 'momentum': np.float64(-0.0015264846202632353), 'bulk_pressure': np.float64(9.096483937047786e-05), 'entropy_regime': np.float64(1.0023964772685403)}",-61.38086318971947
2024-10-22,OPEN,LONG,1.0817828178405762,100398.93388748172,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00493, BulkPressure=0.00426, EntropyRegime=1.00, Neighbors=10', 'momentum': np.float64(0.004928763354902837), 'bulk_pressure': np.float64(0.004262345325434849), 'entropy_regime': np.float64(1.0044399096334427)}",
2024-10-23,CLOSE,,1.079727053642273,100193.3574676514,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00334, BulkPressure=-0.00175, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(-0.0033391656042306263), 'bulk_pressure': np.float64(-0.0017474221705602716), 'entropy_regime': np.float64(1.006259613514865)}",-205.57641983032227
2024-10-23,OPEN,SHORT,1.079727053642273,100193.3574676514,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00334, BulkPressure=-0.00175, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(-0.0033391656042306263), 'bulk_pressure': np.float64(-0.0017474221705602716), 'entropy_regime': np.float64(1.006259613514865)}",
2024-10-25,CLOSE,,1.0824151039123535,99924.55244064334,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00004, BulkPressure=0.00278, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(4.3013018050108666e-05), 'bulk_pressure': np.float64(0.0027810737258765744), 'entropy_regime': np.float64(1.005187351056831)}",-268.80502700805664
2024-10-25,OPEN,LONG,1.0824151039123535,99924.55244064334,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00004, BulkPressure=0.00278, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(4.3013018050108666e-05), 'bulk_pressure': np.float64(0.0027810737258765744), 'entropy_regime': np.float64(1.005187351056831)}",
2024-10-29,CLOSE,,1.0816774368286133,99850.78573226932,"{'direction': 1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=-0.00085, BulkPressure=0.01054, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(-0.0008532105364903509), 'bulk_pressure': np.float64(0.010535159872256214), 'entropy_regime': np.float64(1.007358439331619)}",-73.76670837402344
2024-10-30,OPEN,LONG,1.0820636749267578,99850.78573226932,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00332, BulkPressure=0.00589, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(0.0033238790112103734), 'bulk_pressure': np.float64(0.005888046276233124), 'entropy_regime': np.float64(1.0107053510801787)}",
2024-11-04,CLOSE,,1.087453007698059,100389.71900939944,"{'direction': -1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=0.00316, BulkPressure=-0.00534, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(0.003160011864573381), 'bulk_pressure': np.float64(-0.005342622047351051), 'entropy_regime': np.float64(1.0064607895354802)}",538.933277130127
2024-11-05,OPEN,SHORT,1.0874056816101074,100389.71900939944,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00061, BulkPressure=-0.00762, EntropyRegime=1.00, Neighbors=10', 'momentum': np.float64(-0.0006108203926713185), 'bulk_pressure': np.float64(-0.007621355092550053), 'entropy_regime': np.float64(0.9997010034123153)}",
2024-11-06,CLOSE,,1.093445897102356,99785.69746017459,"{'direction': -1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=0.00042, BulkPressure=-0.00272, EntropyRegime=1.00, Neighbors=10', 'momentum': np.float64(0.0004189205629548887), 'bulk_pressure': np.float64(-0.0027227230458562635), 'entropy_regime': np.float64(1.0045788743168595)}",-604.0215492248535
2024-11-07,OPEN,LONG,1.073306918144226,99785.69746017459,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00574, BulkPressure=0.00582, EntropyRegime=0.99, Neighbors=10', 'momentum': np.float64(0.005739408439553212), 'bulk_pressure': np.float64(0.005817905338553921), 'entropy_regime': np.float64(0.9863225261936416)}",
2024-11-08,CLOSE,,1.0795172452926636,100406.73017501834,"{'direction': 1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=-0.01746, BulkPressure=0.00089, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(-0.01746003447451514), 'bulk_pressure': np.float64(0.0008919971068807991), 'entropy_regime': np.float64(1.00802160062526)}",621.03271484375
2024-11-11,OPEN,LONG,1.0714898109436035,100406.73017501834,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00641, BulkPressure=0.00205, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(0.00641152844064079), 'bulk_pressure': np.float64(0.0020536387183070323), 'entropy_regime': np.float64(1.0066971034193466)}",
2024-11-12,CLOSE,,1.066439151763916,99901.66425704959,"{'direction': 1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=-0.00648, BulkPressure=0.02316, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(-0.0064777409922527115), 'bulk_pressure': np.float64(0.023160996648297117), 'entropy_regime': np.float64(1.0148421572422166)}",-505.06591796875
2024-11-13,OPEN,SHORT,1.061672568321228,99901.66425704959,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00359, BulkPressure=-0.00342, EntropyRegime=1.02, Neighbors=10', 'momentum': np.float64(-0.003593788110799223), 'bulk_pressure': np.float64(-0.0034168846634695517), 'entropy_regime': np.float64(1.015850330813484)}",
2024-11-18,CLOSE,,1.0533745288848877,100731.46820068362,"{'direction': 1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=-0.00184, BulkPressure=0.01423, EntropyRegime=1.02, Neighbors=10', 'momentum': np.float64(-0.0018358660304944596), 'bulk_pressure': np.float64(0.014229103074453676), 'entropy_regime': np.float64(1.018160533628403)}",829.8039436340332
2024-11-19,OPEN,LONG,1.059490442276001,100731.46820068362,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00190, BulkPressure=0.00062, EntropyRegime=1.02, Neighbors=10', 'momentum': np.float64(0.0018970775411540242), 'bulk_pressure': np.float64(0.0006248579051735503), 'entropy_regime': np.float64(1.0164313435559231)}",
2024-11-22,CLOSE,,1.0469341278076172,99475.83675384524,"{'direction': 1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=-0.00471, BulkPressure=0.01347, EntropyRegime=1.02, Neighbors=10', 'momentum': np.float64(-0.004707492429233235), 'bulk_pressure': np.float64(0.013467657438988355), 'entropy_regime': np.float64(1.0169389809322702)}",-1255.631446838379
2024-11-25,OPEN,SHORT,1.0479873418807983,99475.83675384524,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00564, BulkPressure=-0.00857, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(-0.0056374837161419665), 'bulk_pressure': np.float64(-0.008573486925087425), 'entropy_regime': np.float64(1.01465976350793)}",
2024-11-26,CLOSE,,1.0444300174713137,99831.5691947937,"{'direction': -1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=0.00248, BulkPressure=-0.01225, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(0.0024774167829012595), 'bulk_pressure': np.float64(-0.012249279158880284), 'entropy_regime': np.float64(1.0131534739591666)}",355.7324409484641
2024-11-27,OPEN,SHORT,1.0491198301315308,99831.5691947937,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00166, BulkPressure=-0.00527, EntropyRegime=1.02, Neighbors=10', 'momentum': np.float64(-0.0016597295763348895), 'bulk_pressure': np.float64(-0.005274347024825271), 'entropy_regime': np.float64(1.0159053310957458)}",
2024-11-29,CLOSE,,1.0563008785247805,99113.46435546872,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00602, BulkPressure=0.01275, EntropyRegime=1.02, Neighbors=10', 'momentum': np.float64(0.006018351386285414), 'bulk_pressure': np.float64(0.012751814700209195), 'entropy_regime': np.float64(1.0195158817402366)}",-718.1048393249733
2024-11-29,OPEN,LONG,1.0563008785247805,99113.46435546872,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00602, BulkPressure=0.01275, EntropyRegime=1.02, Neighbors=10', 'momentum': np.float64(0.006018351386285414), 'bulk_pressure': np.float64(0.012751814700209195), 'entropy_regime': np.float64(1.0195158817402366)}",
2024-12-02,CLOSE,,1.0545074939727783,98934.1259002685,"{'direction': -1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=0.00821, BulkPressure=-0.00428, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(0.008208725886705192), 'bulk_pressure': np.float64(-0.004284527938321326), 'entropy_regime': np.float64(1.0109704288267947)}",-179.3384552002175
2024-12-03,OPEN,SHORT,1.0501223802566528,98934.1259002685,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00012, BulkPressure=-0.00201, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(-0.000124914861958414), 'bulk_pressure': np.float64(-0.002014063734882389), 'entropy_regime': np.float64(1.0108631879621752)}",
2024-12-05,CLOSE,,1.051414132118225,98804.95071411127,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00259, BulkPressure=0.01078, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(0.002594027621850631), 'bulk_pressure': np.float64(0.010784405583955855), 'entropy_regime': np.float64(1.0120748582159047)}",-129.17518615722656
2024-12-05,OPEN,LONG,1.051414132118225,98804.95071411127,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00259, BulkPressure=0.01078, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(0.002594027621850631), 'bulk_pressure': np.float64(0.010784405583955855), 'entropy_regime': np.float64(1.0120748582159047)}",
2024-12-06,CLOSE,,1.058559536933899,99519.49119567865,"{'direction': -1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=0.00226, BulkPressure=-0.00341, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(0.0022570024500931985), 'bulk_pressure': np.float64(-0.003409409117704394), 'entropy_regime': np.float64(1.0119675462589377)}",714.5404815673828
2024-12-09,OPEN,LONG,1.056546330451965,99519.49119567865,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00748, BulkPressure=0.00440, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(0.0074768931724552455), 'bulk_pressure': np.float64(0.004402825710831163), 'entropy_regime': np.float64(1.013361080415438)}",
2024-12-10,CLOSE,,1.0555204153060913,99416.89968109128,"{'direction': 1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=-0.00084, BulkPressure=0.00096, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(-0.0008365374645467661), 'bulk_pressure': np.float64(0.0009599993706078476), 'entropy_regime': np.float64(1.0124998577932485)}",-102.59151458738015
2024-12-17,OPEN,LONG,1.0517348051071167,99416.89968109128,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00352, BulkPressure=0.01168, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(0.0035242995103397677), 'bulk_pressure': np.float64(0.011682466975618937), 'entropy_regime': np.float64(1.0099672088852554)}",
2024-12-19,CLOSE,,1.0350252389907837,97745.94306945798,"{'direction': 1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=-0.00165, BulkPressure=0.03298, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(-0.001653459413642333), 'bulk_pressure': np.float64(0.03297758903273768), 'entropy_regime': np.float64(1.0097391140920595)}",-1670.9566116333008
2024-12-20,OPEN,SHORT,1.0364949703216553,97745.94306945798,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.01258, BulkPressure=-0.01880, EntropyRegime=1.02, Neighbors=10', 'momentum': np.float64(-0.012580533187692167), 'bulk_pressure': np.float64(-0.01879856985065767), 'entropy_regime': np.float64(1.0166243457710247)}",
2024-12-23,CLOSE,,1.0433076620101929,97064.67390060422,"{'direction': -1, 'confidence': np.float64(0.2), 'rationale': 'Momentum=0.00228, BulkPressure=-0.00914, EntropyRegime=1.01, Neighbors=10', 'momentum': np.float64(0.002275829682517538), 'bulk_pressure': np.float64(-0.009135867971479134), 'entropy_regime': np.float64(1.014087559304231)}",-681.2691688537598
2024-12-26,OPEN,SHORT,1.0399551391601562,97064.67390060422,"{'direction': -1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=-0.00227, BulkPressure=-0.00145, EntropyRegime=1.02, Neighbors=10', 'momentum': np.float64(-0.002268132836090647), 'bulk_pressure': np.float64(-0.0014549480854191908), 'entropy_regime': np.float64(1.0154080924440674)}",
2024-12-30,CLOSE,,1.0429377555847168,96766.41225814816,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00259, BulkPressure=0.00293, EntropyRegime=1.02, Neighbors=10', 'momentum': np.float64(0.0025872755224961574), 'bulk_pressure': np.float64(0.0029291883942260183), 'entropy_regime': np.float64(1.016150629543044)}",-298.2616424560547
2024-12-30,OPEN,LONG,1.0429377555847168,96766.41225814816,"{'direction': 1, 'confidence': np.float64(0.8), 'rationale': 'Momentum=0.00259, BulkPressure=0.00293, EntropyRegime=1.02, Neighbors=10', 'momentum': np.float64(0.0025872755224961574), 'bulk_pressure': np.float64(0.0029291883942260183), 'entropy_regime': np.float64(1.016150629543044)}",
2024-12-31,CLOSE_FINAL,,1.040615200996399,96534.15679931638,,-232.2554588317871
